Bird_ID,Species,Origin,Destination
B10003,Stork,"22.235345917983523, -2.2708922028964764","60.93270257358572, -29.683461418653053"
B10004,Goose,"-76.44471277296864, 176.90888860282382","-51.89836139947052, -120.55438412418664"
B10005,Warbler,"-77.39047085957563, 49.06720351657546","80.40974004953, -124.45687637607242"
B10006,Hawk,"21.88269105681988, 110.17040459982007","-82.1557639779733, 47.89541754129297"
B10007,Warbler,"16.451143955735517, 52.73765469943626","70.17444258690671, -111.1046267637076"
B10008,Goose,"-82.53408834900718, -100.4703528369921","-8.745501909444101, -6.24457838262461"
B10009,Goose,"-7.11398980134922, -77.7318537613443","4.66164613521417, 172.05893050390887"
B10010,Stork,"-11.561704576913767, 59.654073149619","89.5315396483447, -60.07338646604683"
B10011,Warbler,"8.4040433464599, -15.814393174111956","66.60863645911647, 134.50674480676656"
B10012,Eagle,"42.81204787862174, -34.43479552218909","72.72388635599211, -37.30857788948535"
B10013,Stork,"-39.09599143880506, -171.91729678269846","15.396301150785334, -85.36863217952096"
B10014,Swallow,"-12.099548954914155, 138.37286426353063","82.14152085898598, -58.94938687833255"
B10015,Warbler,"52.69368318497368, 138.41920434124336","33.80497787466172, -134.03286815623522"
B10016,Hawk,"76.06015028290236, -14.050395099102076","57.47886583305839, 64.43465614335466"
B10017,Hawk,"70.43813514897806, 72.26611510524546","39.76810337370935, 3.2471800870368384"
B10018,Hawk,"-4.026428623072491, -115.98503265528797","50.5645975480976, 40.97896673215556"
B10019,Crane,"3.755843460378344, 1.371968850165871","24.834771885624903, -70.8866000171562"
B10020,Goose,"5.238979587388684, -22.00836891605212","40.75355095453418, 55.24738754749285"
B10021,Stork,"66.36880254734726, 56.38088549218239","-11.53107399157301, -120.7444002150069"
B10022,Hawk,"61.189111248840135, -10.927475588086564","37.23613081895826, 54.8901777604315"
B10023,Swallow,"-33.92414486183789, -0.5636582391735772","-40.174100559395306, -150.7902630536614"
B10024,Hawk,"-60.687055904033656, -73.54351547519147","24.28934227916613, -35.90166400091624"
B10025,Eagle,"-21.784578931421706, -162.5676594103511","4.275437853336641, 39.51109753457308"
B10026,Goose,"-38.08685101510779, 150.1292732462606","71.7367710942982, 127.9143160593157"
B10027,Warbler,"81.14053046668371, -175.59661553732732","31.18011180533952, 112.46940939414183"
B10028,Goose,"-42.13517770104272, -78.72320571792228","17.391696952590877, 9.702027726331636"
B10029,Warbler,"-57.3827972891516, -18.86011841005154","-33.64666133037882, 138.01345105253154"
B10030,Warbler,"71.90623126065879, -65.12675245473507","65.3047052890393, 2.125067490878536"
B10031,Stork,"-74.43385121590721, 18.69043322277736","-80.2516157708134, 6.180017623762211"
B10032,Crane,"-43.152110743237166, -13.819314538614153","71.95518572616035, 79.39931280384502"
B10033,Warbler,"-10.959985079894082, -88.02855508911142","27.535965126941733, 136.0016361976098"
B10034,Warbler,"17.119328068742774, -148.31275287404162","-55.89133262817513, 36.97793866515076"
B10035,Stork,"-31.018878652804865, -130.48730258969897","72.53919043118617, 159.90903213107532"
B10036,Hawk,"-0.6778805542191009, -4.924775067474911","-31.256283504635636, -96.26901622105903"
B10037,Eagle,"-54.21038644249083, 124.54039223486616","-59.71093261482984, 152.75139445166224"
B10038,Swallow,"13.36934164058738, -143.76999890808713","-32.55370891110044, -100.2049361131611"
B10039,Stork,"-16.59297450966129, 63.79429867326385","82.99301910683053, 9.509578972195044"
B10040,Crane,"62.86674370832105, 105.15281250441927","45.49652987521085, 106.57144664062793"
B10041,Stork,"-15.167855990042568, -80.36197980669786","75.02276379081701, 108.57030022685086"
B10042,Goose,"-10.113224781230954, 60.56621742668381","-36.203034567859255, -79.86266561899282"
B10043,Hawk,"16.591498081634256, 67.19686008585006","-75.16092975100945, 174.92227930679093"
B10044,Hawk,"-67.82939926615055, 74.80538316951345","11.295940849193173, -150.98276803698548"
B10045,Warbler,"-61.77686819286941, 140.69127297581548","-3.059860805077008, -167.47821105639315"
B10046,Hawk,"52.24279450090327, -36.530616783202106","39.70886108828921, 122.95060525574416"
B10047,Hawk,"-40.78461975488153, -92.27191043828653","7.681532503982069, 114.84680780713684"
B10048,Hawk,"33.24544720712208, 15.784152439417085","-18.63598041423522, 76.6142807088072"
B10049,Hawk,"-72.46314540410361, -157.48258563525044","-89.15654626587984, 126.2786486813738"
B10050,Swallow,"57.93239885724236, -59.78846512783728","-5.805619486970599, -130.47866775815265"
B10051,Crane,"87.88105996541228, 137.96104561698166","-68.28429234097791, -145.55248382528666"
B10052,Warbler,"-22.735629862598813, 11.540721687916689","75.96019855898771, 168.98494791993463"
B10053,Hawk,"0.9954183446813972, -22.796890473746718","75.90713949544278, 44.72567740531636"
B10054,Warbler,"-10.31184362883559, -84.35379214762882","54.65682132793785, 151.14482898952764"
B10055,Crane,"70.95379475502423, -89.86475350577709","-61.58399983618605, 146.31956071640326"
B10056,Eagle,"-88.21187321456166, -94.81967231028509","-63.46101352726782, 55.13034217302001"
B10057,Hawk,"27.622677809490497, 118.52412052315742","11.395842075974995, 46.25082465467645"
B10058,Warbler,"27.426289104635917, 174.60733398941147","40.94311843773556, -50.41951056954761"
B10059,Stork,"-21.170698506368453, 12.527435978320426","72.81706852262667, -126.32037985728276"
B10060,Warbler,"-50.51994441893738, -151.25996981778724","70.92618758436393, 67.1777829633152"
B10061,Hawk,"-46.85711734529357, 90.37405653666848","-62.04103546018426, 114.42980518070272"
B10062,Goose,"54.08354181850041, 135.73959243131526","89.18531101371974, 16.064550013501304"
B10063,Swallow,"-78.10144265250737, 155.2421415562244","-61.77645331609851, -161.6871095584751"
B10064,Stork,"11.488346329384612, 46.35912456769867","61.22128508798471, -127.82962595024308"
B10065,Stork,"-34.768691463912205, 2.4770999731750294","15.650200098612205, -143.29427817052488"
B10066,Goose,"-42.25539375570233, 43.38983320790868","32.09156536332884, 56.8193935064412"
B10067,Hawk,"1.032779795586464, -175.33774165932738","18.714919887452893, 23.32407136927245"
B10068,Swallow,"71.61507113035807, 55.951155107549965","66.54276763211195, -12.059894180274966"
B10069,Stork,"21.256545426719555, 75.47270157199728","24.67758282985065, 15.627080124347287"
B10070,Swallow,"51.94991299595824, 79.93092514963979","62.75948786652589, -80.65625675246714"
B10071,Stork,"18.12308026731857, 22.70584112738877","-62.213763827092336, 109.70178174779768"
B10072,Hawk,"35.58884037709332, 72.01597367569045","66.0072115343277, -61.72370950589796"
B10073,Eagle,"-12.16662321720679, 49.97966066286921","88.73159767595286, 51.94842979904186"
B10074,Stork,"76.6766943374731, -138.40976885677227","29.0712230990425, -39.28527121248811"
B10075,Eagle,"0.3490236790489689, 143.41203698487698","85.74499877390005, -154.02005100972156"
B10076,Stork,"9.31944046081736, 44.18190276764028","-50.42096305871963, -87.49748720836948"
B10077,Crane,"4.4937905858729295, 82.00597337388962","59.27096166236044, 167.43539786236863"
B10078,Hawk,"-33.085976370314675, -56.56049282971768","-59.57154299343723, -111.40663664106346"
B10079,Goose,"-48.37708159214658, 150.92622584247073","2.869697402684636, -142.22567031800136"
B10080,Eagle,"-76.70970645920009, 0.9416758279288332","29.526298464253276, -75.18521079828594"
B10081,Goose,"39.271496760458746, 64.44215699711668","28.84720534083877, 136.0533268672762"
B10082,Hawk,"-37.93045262933326, 162.78554181524373","30.754969533371025, -69.83048724251077"
B10083,Warbler,"-19.944366624790703, 149.7897881758296","-32.23355525558615, -29.74314973348322"
B10084,Goose,"75.58706929071829, 52.127557465934814","85.26979746145537, -68.37230833114765"
B10085,Hawk,"11.96052289413727, -120.3330990480319","-88.82046108115944, 176.03048257368482"
B10086,Goose,"-72.52594849729111, 162.20463515050164","21.77972076757328, 179.95503569086566"
B10087,Eagle,"53.93014430829294, 174.28885103194835","65.899749496379, -6.201808829885437"
B10088,Crane,"-43.89649216029802, -142.77718966247443","70.40037692725116, 102.53725544466715"
B10089,Goose,"9.487051676312843, -17.892834437410727","39.63697225214983, -100.77845847609836"
B10090,Eagle,"1.79666547551831, 17.372002984623578","13.466196814413635, -45.25374719010094"
B10091,Stork,"-47.14580837666147, -146.85064543118744","-7.679689965097296, 64.5622817143458"
B10092,Hawk,"-69.16121373697541, -111.71521819452242","-9.087120915251717, -76.92177579653162"
B10093,Swallow,"-51.97291083090575, 13.573940788574276","-13.48215634240833, -99.10845257285598"
B10094,Warbler,"-72.4791960784862, 166.71220122623578","35.98067652380436, 152.0056375183873"
B10095,Swallow,"-40.386956588621786, -169.9884086656471","41.6175191194688, -92.05269267540557"
B10096,Hawk,"89.51355193274361, 148.47950669647457","2.6572227861432367, -158.65998518128544"
B10097,Crane,"-17.623392256551142, 143.49894121778067","43.34611772194782, 90.39168503093424"
B10098,Goose,"65.49991044030185, 128.58430866716026","5.121932715253692, -92.4234163456315"
B10099,Crane,"8.851984583231058, -44.08166568087208","-72.47669345277185, -17.933706943666493"
B10100,Swallow,"29.98495428007193, -3.3035266051190604","63.290712502739126, -139.83946777226953"
B10101,Warbler,"-61.85736544489989, -34.70592984268586","66.68648137288633, -155.33439177358906"
B10102,Eagle,"-40.53494386404442, 161.13102711437824","-42.03698086897247, -14.23955817557882"
B10103,Warbler,"1.8798161452065896, 7.686223118606193","51.55801462640088, -58.64819680664702"
B10104,Hawk,"68.60581816083132, -150.97946087986452","2.0107797728099968, 2.133081695521099"
B10105,Hawk,"-82.28015354071077, -81.33845604797615","-67.6751075777563, 167.68197189367265"
B10106,Crane,"1.245592721829766, -13.668043350688464","-18.360234767370255, -33.3402169507402"
B10107,Eagle,"-80.81780174848262, 163.280135634406","-76.22064751018492, 36.956557347430106"
B10108,Crane,"-7.77191823912915, 24.822392624030076","51.56405924021272, -144.86566237137637"
B10109,Goose,"23.196268679874635, 70.58614434048204","-54.677976700783816, 138.93033779814346"
B10110,Stork,"44.05017445709532, -148.13285495982217","-60.40945779989576, 110.10999723998252"
B10111,Eagle,"-65.06423905308719, 135.83665653290922","-52.46322632150822, 8.066522013637837"
B10112,Stork,"-60.01644897695734, 14.046559924963448","-49.29641770683083, -113.98432526041292"
B10113,Warbler,"-5.388314095477696, 151.6422285146191","31.311392586580737, -26.658029020429552"
B10114,Goose,"89.64656243623332, -19.628393259399843","24.94817677971352, -72.9417614728867"
B10115,Stork,"-25.911569581782587, 65.91023890017038","-66.7194076599117, 178.02603194154565"
B10116,Swallow,"-13.04506307467615, -10.49810625829187","40.395453498432005, -3.2982161279681748"
B10117,Warbler,"-12.159586293380729, -128.67914537484825","-27.169721452359184, -27.996082205399148"
B10118,Stork,"-75.47385215572282, -82.06200793607707","-7.65490847336136, -119.13900620041213"
B10119,Goose,"49.35098615219917, -155.78737400117507","-67.5252072324881, -93.92077822697073"
B10120,Stork,"-44.44172560330066, -21.504116551759157","37.552690097700406, 76.17157710760893"
B10121,Hawk,"36.66007023892557, 53.76295564608483","-22.280013503158543, 12.567359726900492"
B10122,Crane,"-4.483821809593664, -92.26394070852628","23.78332858935559, -51.10872742630645"
B10123,Swallow,"20.12035359948912, -3.4602990456225484","-13.10022996125005, -73.07507308411463"
B10124,Hawk,"-80.28510543090067, -14.769599674261316","-81.20361588214487, -107.73351135228918"
B10125,Hawk,"70.19382319498192, 12.031376725202591","36.628121854123165, -167.7967585717098"
B10126,Goose,"-46.1057815044516, -113.54951987025171","9.451468844408282, 171.77398869865857"
B10127,Crane,"30.61716975015065, 12.23427182646722","-11.835914041681434, 91.11972632782675"
B10128,Crane,"53.64344017190911, -48.88599955661834","-53.7206416725886, 154.0334934410394"
B10129,Eagle,"7.2069691109754785, -77.02493437474266","22.381778667500853, -31.481688098056168"
B10130,Warbler,"-29.27987602584765, 30.953525048501604","-40.46445964906221, 132.97779011347228"
B10131,Swallow,"86.0226074065938, -126.70675073942904","-12.748626247332696, -87.750028112467"
B10132,Warbler,"-39.88085161127479, 144.23711421869126","-79.8326735240247, 3.5405330067200964"
B10133,Goose,"80.75922068218867, 156.5470126762974","49.81437129031673, -107.10740165254003"
B10134,Swallow,"-61.87965593674828, 57.81948832630161","-73.79332516473296, 97.32137952089062"
B10135,Eagle,"-19.940016325978164, -70.86431174265603","70.35112940397829, -0.8632775040996421"
B10136,Stork,"-65.0707948534856, 45.36211320950903","66.16343142862078, 13.058257822121476"
B10137,Hawk,"-89.59671484673471, 36.54844795013318","84.79618646716116, 129.4036666932837"
B10138,Swallow,"-43.15346272863452, -39.14964661343888","73.51942370488987, 86.11827028793618"
B10139,Warbler,"-74.30212783458815, -76.59099094560857","84.85337775894061, 167.8557444237549"
B10140,Hawk,"87.5421941562625, -119.35693716759612","69.70972395144784, -34.079040294248045"
B10141,Goose,"47.09759723132447, -101.7418175907658","-69.74845109235478, -13.87629991037184"
B10142,Warbler,"-89.33313666203841, 55.09077247748189","-11.21726463425901, 41.52192687352172"
B10143,Stork,"-49.74361473175342, 138.92195918368475","-76.29185487397778, -16.80751746209296"
B10144,Goose,"30.622363431069047, -41.4158202232359","8.15367720228059, -28.938463319414154"
B10145,Stork,"-18.260619630344195, -136.11618557934054","5.35621706625345, -57.39417290521776"
B10146,Stork,"59.73166134796091, -175.3897314055502","75.99210482093272, 119.47831895775334"
B10147,Hawk,"0.8749401076316872, -33.87396417754127","84.54505412069699, 12.056170911371566"
B10148,Goose,"27.65725555183724, -96.27589757289284","-43.26407157147447, 38.66512650392429"
B10149,Goose,"17.466731567006505, -63.87999587681743","14.816312957176237, -106.53280778968367"
B10150,Swallow,"24.87040211225417, -92.9988451779136","-6.4004778624692165, -89.36046705198557"
B10151,Warbler,"-48.58220631110758, 59.0931475469142","8.412331453371479, -57.67444496851181"
B10152,Goose,"-22.80790094288551, 49.865148304125285","5.711057116017116, -12.467168529060755"
B10153,Swallow,"-80.88673448439155, 148.42962882389293","74.54239365647408, -164.18617070005104"
B10154,Crane,"15.774572643877576, 71.9081693440825","71.30263954541451, 139.8208901714596"
B10155,Crane,"-7.333476826360396, -120.62110298585873","-67.9073972512983, 145.33641160309264"
B10156,Crane,"46.92890682343301, 90.57399455089649","-27.88016788496494, 58.20477121884443"
B10157,Eagle,"-52.85115636810442, -114.74356948112184","45.49951324670201, -66.22097970386815"
B10158,Goose,"-11.373819107795685, 21.096318939753612","33.11767904941135, -41.285410321586426"
B10159,Eagle,"-57.46582204967048, -152.25184458525857","23.61466000971437, 84.25835959359091"
B10160,Warbler,"20.51626054471957, -162.96297949164648","88.88587781336946, -76.93523802710158"
B10161,Goose,"62.64544617206136, -12.877202655289407","-29.351689686309243, 39.21048814069266"
B10162,Swallow,"47.7797847208173, -142.20591788069876","2.7447670407466944, 146.2575881303731"
B10163,Eagle,"79.9556350735597, -69.60002224245073","86.24706718522941, -32.23878045919818"
B10164,Eagle,"84.91064073544638, -58.01998380719184","35.19941015020434, 31.33755502662717"
B10165,Warbler,"48.96609616475831, 96.9936908569685","26.76244899375156, 154.29232334476717"
B10166,Eagle,"-38.37490463155344, -60.23516213530922","-62.14549679082021, -57.39063627277126"
B10167,Stork,"-50.53295210124272, -2.0519334281405577","-45.60175737982932, 93.47030838469816"
B10168,Swallow,"-9.441173781190145, 98.13093480018011","-22.05482591039369, 91.8438681224966"
B10169,Crane,"88.89906502388172, -106.23660953404249","-6.327521934605201, 154.2582697699428"
B10170,Swallow,"-15.719756252912036, 109.76306120566836","-0.5021568530716394, 129.09215490593357"
B10171,Stork,"-54.16768609699162, 119.44612690630788","72.38469265733622, 89.57814609060995"
B10172,Warbler,"79.98171800098339, 175.9848462609063","-70.70184257238975, 49.14555411753298"
